numero_1,numero_2,numero_3,numero_4,numero_5,numero_6,numero_7,numero_8,numero_9,numero_10,numero_11,numero_12,numero_13,numero_14,numero_15,numero_16,numero_17,numero_18,numero_19,numero_20,numero_21,numero_22,numero_23,numero_24,numero_25,numero_26,numero_27,numero_28,numero_29,numero_30,numero_31,numero_32,numero_33,numero_34,numero_35,numero_36,numero_37,numero_38,numero_39,numero_40,numero_41,numero_42,numero_43,numero_44,numero_45,numero_46,numero_47,numero_48,numero_49,numero_50,numero_51,numero_52,numero_53,numero_54,numero_55,numero_56,numero_57,numero_58,numero_59,numero_60
24,28,26,33,31,32,30,29,29,32,28,22,23,24,25,28,34,28,26,23,14,17,33,25,38,10,25,22,28,25,25,32,37,27,19,29,31,32,20,19,39,29,40,27,28,40,20,15,30,24,34,25,31,24,19,31,25,24,27,26
